"ItemId","ProductNumber","Name","Description","Price","BasePrice","MinVariantPrice","MaxVariantPrice","TotalRatings","IsMasterProduct","MasterProductId","DefaultUnitOfMeasure","PrimaryImageUrl","RecordId","Colors"
"61512","61512","Farnellero Men's Shoes","Comfortable and reliable low-top hiking shoe. The waterproof low hiking shoe is an incredible waterproof variant of the trusted hiking boots that we are known to produce. It is a low-top hiking shoe that is perfect for the outdoor enthusiast or the casual hiker in search of a comfortable and waterproof shoe for multiple surfaces.","95","95","95","95","0","False","0","ea","Products/61512_000_001.png","68719519191","Suede and Mesh"
"61511","61511","Dansitham Men's Shoes","These shoes are built for every enthusiastic runner! The new heel design has deeper forefoot flex grooves and a softer midsole foam to give you a soft ride. The foam technology midsole is softer than the previous version to promote a pillowy ride. Under heel where the foot first hits the ground has been redesigned to better isolate impact!","89","89","89","89","0","True","68719519190","ea","Products/61511_000_001.png","68719519190","Synthetic"
"61510","61510","GX360 Men's Shoes","With GX360 shoes we stand for something bigger than sneakers. We champion those who are fearlessly driven by their passions. We elevate sport. Together, we drive meaningful change in communities around the world.","199","199","199","199","0","True","68719519189","ea","Products/61510_000_001.png","68719519189","Synthetic"
"61509","61509","Wadenmos Men's Shoes","The Wadenmos running shoe is a recommended choice for neutral runners who want a soft, flexible everyday trainer with a great fit. This update features a one-piece upper mesh that's combined with a seamless 3D print construction, which balances support and comfort around the foot.","50","50","50","50","0","True","68719519188","ea","Products/61509_000_001.png","68719519188","Synthetic"
"61508","61508","Rolfcad Men's Shoes","Rolfcad features the same soft comfort and versatile performance with features like a reinforced toe tip to help protect toes against rocks and debris. Plus, no-sew material application on the upper helps keep the fit feeling lightweight. The versatile dual-use outsole combines both trail and lug designs for use on- and off-road, so you can head down the road less traveled and back again.","79","79","79","79","0","True","68719519187","ea","Products/61508_000_001.png","68719519187","Synthetic"
"61507","61507","Dlewbrew Men's Shoes","These shoes are lightweight and built for breathability, keeping your feet comfortable from the time you first step on the court to well after your games are over. The wider forefoot and cushioned midsole flex with your foot when you break down your man for an easy two.","55","55","55","55","0","True","68719519186","ea","Products/61507_000_001.png","68719519186","Mesh-Synthetic"
"61506","61506","Remdriel Shoes","Experience out-of-the-box comfort in this waterproof hiker. With durable leathers, a supportive footbed all in a versatile package, you won't doubt why moab stands for mother-of-all-boots.","180","180","180","180","0","True","68719519185","ea","Products/61506_000_001.png","68719519185","Suede Leather and Mesh"
"61504","61504","Flightixrun Shoes","Flightixrun shoes provide just the right amount of stability and support, great for overpronation while providing high energizing cushioning. Ideal for road running, cross training, the gym or wherever you might want to take them!","38","38","38","38","0","True","68719519183","ea","Products/61504_000_001.png","68719519183","Synthetic"
"61502","61502","Quinsloft  Shoes","For those in search of a comfortable and reliable low-top hiking shoe, Quinsloft offers these shoes. Quinsloft Waterproof Low Hiking Shoe is an incredible waterproof variant of the trusted hiking boots that we are known to produce. It is a low-top hiking shoe that is perfect for the outdoor enthusiast or the casual hiker in search of a comfortable and waterproof shoe for multiple surfaces.","85","85","85","85","0","True","68719519181","ea","Products/61502_000_001.png","68719519181","Suede and Mesh"
"62408","62408","Rekta Women's Shorts","Take on a long trail or hit the gym in full-range comfort in the women's Rekta shorts. Hand and security pockets make them great for everyday wear as well.","40","40","40","40","0","True","68719521483","ea","Products/62408_000_001.png","68719521483","Polyester"
"62405","62405","Jaserly Women's Pants","The Jaserly Pants for women are made from a woven 4-way recycled polyester. Design features of this stretchy style include moisture-wicking properties, front patch pockets, an elastic waistband.","60","60","60","60","0","True","68719521468","ea","Products/62405_000_001.png","68719521468","Recycled polyester"
"62403","62403","Darow Women's Pants","Dry, lightweight and flexible, the women's tall Darow pants are built to excel on the trail. These pants offer lefthand zip pocket which doubles as a storage pouch, and with their windproof and waterproof features makes them perfect pants for hiking.","85","85","85","85","0","True","68719521466","ea","Products/62403_000_001.png","68719521466","Polyester"
"62402","62402","Shiak Women's Pants","The women's Shiak pants offer breathable warmth, stellar support and ample flexibility for days on the trail or nights at the gym.","119","119","119","119","0","True","68719521465","ea","Products/62402_000_001.png","68719521465","Polyester"
"62401","62401","Fujust Women's Pants","Perfect for lounging, these full-length leggings are made from a soft and stretchy fabric, with a comfy elasticated waistband.","39","39","39","39","0","True","68719521464","ea","Products/62401_000_001.png","68719521464","Viscose"
"62204","62204","Heatker Women's Jacket","Loaded with must-have performance features, this jacket which is made from ultralight materials has you covered and cozy for trail explorations in variable weather.","119","119","119","119","0","True","68719521463","ea","Products/62204_000_001.png","68719521463","Fleece"
"62203","62203","Coolten Women's Jacket","Waterproof, breathable and super-packable, this jacket has a soft handfeel and is cut for coverage, making it truly the ideal shell for active adventuring in changeable weather.","110","110","110","110","0","True","68719521462","ea","Products/62203_000_001.png","68719521462","Polyester"
"62400","62400","Nadon Women's Pants","Whether you're staying in or heading out, the Nadon Pants for women are light and comfortable at any pace.","79","79","79","79","0","True","68719521460","ea","Products/62400_000_001.png","68719521460","Polyester"
"62202","62202","Cronit Women's Jacket","The relaxed-fit jacket, made with 100%-recycled materials, is lightweight, durable and packable. It is exactly the kind of windproof, water-repellent, UPF 50+ protection you'll pack for every kind of adventure.","99","99","99","99","0","True","68719521459","ea","Products/62202_000_001.png","68719521459","Recycled polyester"
"62201","62201","Micalis Women's Jacket","The comfortable, stylish women's jacket features a durable smooth-face fleece and raglan sleeves for increased comfort and mobility.","129","129","129","129","0","True","68719521458","ea","Products/62201_000_001.png","68719521458","Fleece"
"62306","62306","Taras Women's Sweatshirt","Laid-back days will feel extra comfortable in this cotton-rich hoodie. Relaxed fit. Ribbed hem and cuff. Brushed towel fleece fabric for softness. Knotted drawstring detail. All of the cotton for our clothing is sustainably sourced and always will be.","89","89","89","89","0","True","68719521424","ea","Products/62306_000_001.png","68719521424","Cotton"
"62305","62305","Voycos Women's Hoodie","The Voycos Women's  Sweatshirt  provides low-profile, breathable insulation and a water-repellent finish so you can confidently explore in uncertain weather.","125","125","125","125","0","True","68719521423","ea","Products/62305_000_001.png","68719521423","Polyester"
"62200","62200","Delomi Women's Jacket","100% windproof, waterproof and with a women-specific fit, the light, packable jacket provides total coverage and comfort in wet conditions.","89","89","89","89","0","True","68719521422","ea","Products/62200_000_001.png","68719521422","Polyester"
"62304","62304","Trenky Women's Hoodie","This super-soft hoodie is made from a breathable cotton-rich fabric that'll keep you comfy. Regular fit, with long sleeves and a warm hooded neck. We've added a touch of stretch for easy movement, plus thumbholes for cosy wear. Finished with a zip fastening and secure zip pockets.","90","90","90","90","0","True","68719521421","ea","Products/62304_000_001.png","68719521421","Cotton"
"62302","62302","Gariya Women's Hoodie","The Gariya Women's hoodie is made from soft semi-brushed fleece with a front zipper, this laid-back look goes well with anything. Semi-brushed fleece in a zip-up design has a soft, lightweight feel perfect for everyday wear.","45","45","45","45","0","True","68719521419","ea","Products/62302_000_001.png","68719521419","Cotton"
"62301","62301","Alsar Women's Sweatshirt","Ribbed sleeves and textured knitted fabric make this hoodie extra cosy. This piece is designed for a relaxed fit, perfect for casual wear. Features adjustable drawstring neck ties and a handy kangaroo pocket. Added stretch blended in for comfort. Made with recycled polyester.","78","78","78","78","0","True","68719521418","ea","Products/62301_000_001.png","68719521418","Polyester"
"62300","62300","Edrin Women's Hoodie","Gym sessions, dress-down days, lounging, you name it - a comfy hoodie is a must. Fashioned in soft fabric, style notes include a signature drawstring hood, together with two front pockets and an elasticated hem and cuffs. Matching jogging bottoms are also available.","49","49","49","49","0","True","68719521417","ea","Products/62300_000_001.png","68719521417","Cotton"
"62102","62102","Ambipalick Women's Coat","The heat reflective garments are the ultimate body heat management system for outdoor performance of the amazing Wanghor Coat. The interior lining consists of metallic dot pattern designed to retain heat, while the breathable fabric dissipates moisture. This is a worry-free garment you will enjoy for seasons to come.","90","90","90","90","0","True","68719521408","ea","Products/62102_000_001.png","68719521408","Polyester"
"62106","62106","Faxpriner Women's Coat","With water-resistant down insulation inside a wind- and water-resistant pertex shell, the women’s Faxpriner offers you reliable, lightweight weather protection on the trail.","140","140","140","140","0","True","68719520645","ea","Products/62106_000_001.png","68719520645","Nylon"
"62105","62105","Wondekly Women's Coat","The Wondekly coat insulator is a favorite. Featuring engineered quilting with allied feather. Extremely lightweight materials. Great for layering or worn on its own, and underarm vents for versatility in a wide range of conditions. The Wondekly is great for travel, packs down to a small size, or can be layered on the coldest of winter days.","180","180","180","180","0","True","68719520644","ea","Products/62105_000_001.png","68719520644","Polyester"
"61501","61501","Mitzilor Shoes","Mitzilor shoes are for runners who need a perfect blend of support, cushion, flexibility, and reliability. The modernized, streamlined design satisfies runners who crave a low-profile look.","149","149","149","149","0","False","0","ea","Products/61501_000_001.png","68719519180","Textile"
"61500","61500","Farinplay Shoes","These snickers are neutral for runners who need a balance of flexibility & cushioning. Lightweight and offer complete breathability. Durable leather overlays for stability and that locks in your midfoot.","70","70","70","70","0","True","68719519179","ea","Products/61500_000_001.png","68719519179","Textile"
"61406","61406","Konten Men's Shorts","This classic short is constructed with durable materials built for long-lasting comfort and breathability. Made with a relaxed fit thigh, this comfortable short sits at the natural waist and features a relaxed seat and thigh.","30","30","30","30","0","True","68719519146","ea","Products/61406_000_001.png","68719519146","Polyester"
"61405","61405","Pena Men's Shorts","Train in confidence with this lightweight shorts made with quick-dry, moisture-wicking, closed-hole mesh.","59","59","59","59","0","True","68719519145","ea","Products/61405_000_001.png","68719519145","Nylon"
"61404","61404","Drano Men's Shorts","The Drano short is highly durable, built for non-stop action and long-lasting wear. Made with recycled polyester, these shorts are a great choice for you and the planet.","29","29","29","29","0","True","68719519144","ea","Products/61404_000_001.png","68719519144","Polyester"
"61403","61403","Bregenz Men's Shorts","Designed with a relaxed fit and comfort waistband, these shorts are made to keep you comfortable through any activity. These shorts feature a long inseam that hits right at the knee for all day comfort.","35","35","35","35","0","True","68719519143","ea","Products/61403_000_001.png","68719519143","Polyester"
"61402","61402","Babut Men's Pants","This regular fit pants feature wrinkle-free fabric, a flat-front design, and button-through back welt pockets for a tailored look and all-day comfort.","55","55","55","55","0","True","68719518461","ea","Products/61402_000_001.png","68719518461","Wool"
"61401","61401","Lakavix Men's Pants","This pant can be worn for work or play, giving any outfit a classic look. The straight fit has a moderate rise on the waist and is straight through the leg and ankle.","70","70","70","70","0","False","0","ea","Products/61401_000_001.png","68719518460","Polyester"
"61400","61400","Topolo Men's Pants","When the occasion calls for a polished look, these versatile straight leg pants will keep you looking stylish all day.","65","65","65","65","0","True","68719518447","ea","Products/61400_000_001.png","68719518447","Cotton"
"61303","61303","Mortes Men's Hoddie","Pull on comfort and style with this laid-back hoodie with an attached hood and ribbing at cuffs and hem.","75","75","75","75","0","True","68719518422","ea","Products/61303_000_001.png","68719518422","Cotton"
"61302","61302","Varket Men's Hoodie","Our midweight hooded sweatshirt brings considerable comfort to cool-weather worksites.The materials of this hoodie provide plenty of warmth and comfort.","95","95","95","95","0","True","68719518421","ea","Products/61302_000_001.png","68719518421","Cotton"
"61301","61301","Drimen Men's Sweatshirt","Comfortable and versatile, this sweatshirt is perfect on its own or as a layer under a  jacket","79","79","79","79","0","False","0","ea","Products/61301_000_001.png","68719518420","Polyester"
"61300","61300","Belani Men's Hoodie","This sweatshirt works perfect as a layer or by itself - allowing you to adapt with the weather.","69","69","69","69","0","True","68719518419","ea","Products/61300_000_001.png","68719518419","Cotton"
"61203","61203","Bielka Men's Jacket","A lightweight and highly adaptable jacket for climbers and mountaineers. The Bielka Jacket combines the wind resistance, wicking and warmth for days in the mountains with the unimpeded mobility required for contorted crux moves.","70","70","70","70","0","True","68719518412","ea","Products/61203_000_001.png","68719518412","Polyester"
"61202","61202","Vaxava Men's Jacket","An incredibly light double woven soft shell that provides essential windproof protection. Adjustable Vaxava Jacket can be zipped into the collar pocket.","80","80","80","80","0","True","68719518405","ea","Products/61202_000_001.png","68719518405","Nylon"
"61201","61201","Wutrov Men's Jacket","An incredibly light double woven soft shell that provides essential windproof protection for mountain rock routes and stripped back Alpine sprints. Making use of the lightest possible double weave soft shell fabric this windproof shell is a super breathable essential on alpine rock routes and fast moving enchainments. A close fitting hood accommodates a helmet when required and a single chest pocket stores the essentials whilst doubling as a stuff sack as the temperature rises.","120","120","120","120","0","True","68719518399","ea","Products/61201_000_001.png","68719518399","Pertex"
"61200","61200","Ladno Men's Jacket","With full stretch and a warmer brushed inner face this protective and dynamic soft shell affords year round protection. Constructed entirely from stretchy gore-tex, the Ladno is warm as well as highly weatherproof and completely windproof.","200","200","200","200","0","True","68719518393","ea","Products/61200_000_001.png","68719518393","Pertex"
"61106","61106","Malsca Men's Coat","Maisca is a practical piece for your winter wardrobe. It's super lightweight and water-resistant with a luxurious down filling to keep you warm and dry. Includes a handy pack-away bag to store the jacket when not in use.","150","150","150","150","0","True","68719517681","ea","Products/61106_000_001.png","68719517681","Nylon"
"61105","61105","Anidin Men's Coat","Anadin Men's Coat is great for everyday wear during colder months. Lightweight, water-resistant with a pack-away bag for convenient storage. The Anadin has down padding for premium insulation - helping you stay warm and dry when the temperatures drop.","130","130","130","130","0","True","68719517675","ea","Products/61105_000_001.png","68719517675","Nylon"
"61104","61104","Bladnick Men's Coat","Bladnick Coat provides warmth and comfort while you’re out and about this season. Designed with a water-resistant outer, the jacket has synthetic padding for better insulation and elasticated cuffs to keep out the cold.","180","180","180","180","0","True","68719517668","ea","Products/61104_000_001.png","68719517668","Nylon"
"61103","61103","Tecozow Men's Coat","Tecozow Coat keeps you warm when the temperatures start to drop. A water-resistant upper with soft microfiber padding, tested to -30 degrees, and two button pockets for easy storage - it's great for casual everyday wear.","250","250","250","250","0","True","68719517660","ea","Products/61103_000_001.png","68719517660","Nylon"
"61102","61102","Yarbeck Men's Coat","The sub-zero warmth and lightweight comfort of down insulation makes easy work of harsh winter. This hooded jacket's water-repellent nylon shell provides another level of protection.","170","170","170","170","0","True","68719517654","ea","Products/61102_000_001.png","68719517654","Nylon"
"61101","61101","Cozmino Men's Coat","Cozmino Coat keeps you warm and protected from unexpected weather change with its water resistance fabric. It is breathable and lightweight, making it comfortable to wear.","160","160","160","160","0","True","68719517643","ea","Products/61101_000_001.png","68719517643","Cotton"
"61100","61100","Duonovi Pro Men's Coat","Duonovi Pro is the lightweight down-filled mountain jacket that will take you from basecamp to the summit and back. A technical mountain jacket suitable for winter alpine conditions up to 4000m.The helmet-compatible down filled hood features a wired peak, and concealed adjusters. A two-way front zip with synthetic insulated baffle behind maximises warmth, and an internal zipped security pocket keeps the essentials safe. Lightweight and packable, with a stuff sack included, the Duonovi Pro offers warmth, comfort and protection from the weather whenever you need it.","270","270","270","270","0","True","68719516893","ea","Products/61100_000_001.png","68719516893","Pertex"
"73300","73300","Torito Snorkel","Torito is is a high-quality semi-dry snorkel. The splash guard at the top helps keep water from entering the large-bore barrel while allowing abundant airflow, and an efficient purge valve located down low makes clearing the snorkel easier. An ultra-comfortable regulator-style mouthpiece can be removed and replaced as needed.","15","15","15","15","0","True","68719516890","ea","Products/73300_000_001.png","68719516890","Cerulean|Malachite"
"65400","65400","Pamty Classic Compass","Consider bringing a compass with you. Even though nowadays, many people use their smartphones or other GPS devices for navigation, there is nothing more reliable than an old school compass. Whatever is your way of travelling, a classic compass will help to accurately determine the direction you are heading.","120","120","120","120","0","True","68719516140","ea","Products/65400_000_001.png","68719516140","Cotton"
"69500","69500","Vimero Hydration Pack","With features and comfort that match your expectations of a top-tier hydration pack, the Vimero is the ideal pack to carry a full day of gear in hot and humid climates.","120","120","120","120","0","True","68719515436","ea","Products/69500_000_001.png","68719515436","River Bed"
"69210","69210","Kavada Pack","The Kavada pack is the answer to your search for a versatile bag that can go everywhere that modern adventure calls. The spacious main compartment has a large opening with a zip, which makes it easy to pack and unpack. It has two open side pockets and a rear zippered pocket for valuables, interior storage including a padded laptop pocket perfect for those bits and bobs that you want to keep close at hand.","170","170","170","170","0","True","68719515431","ea","Products/69210_000_001.png","68719515431","Soya Bean"
